PH	OC	Mg	N	P	K	Zn	Fe	Cu	Mn	Sand	Silt	Clay	CaCO3	CEC	Fertility_Class
5.94	4.8	5.25	292	14.91	209	0.38	4.87	0.99	7.8	78.02	6.17	12.56	2.36	9.93	High
5.94	2.51	1.73	206	21.41	218	0.73	3.63	0.53	3.56	92.82	10.28	9.83	18.44	17.71	High
5.94	2.63	2.32	275	34.37	248	1.09	8.74	0.24	1.1	92.96	10.71	14.1	7.14	9.05	High
5.94	2.51	1.73	206	51.41	298	0.73	3.63	0.53	2.56	92.82	8.28	9.83	18.44	7.71	High
5.94	4.8	5.25	292	14.91	209	0.38	4.87	0.99	7.8	78.02	6.17	12.56	2.36	9.93	High
5.94	2.51	1.73	206	21.41	218	0.73	3.63	0.53	3.56	92.82	10.28	9.83	18.44	17.71	High
5.94	2.63	2.32	275	34.37	248	1.09	8.74	0.24	1.1	92.96	10.71	14.1	7.14	9.05	High
5.94	0.55	6.4	110	21.52	214	0.71	7.44	0.76	4.15	74.16	10.68	10.75	2.71	13.71	Moderate
5.94	2.51	1.73	106	11.41	118	0.73	3.63	0.53	4.56	92.82	10.28	9.83	18.44	17.71	Moderate
5.94	2.51	1.73	106	11.41	118	0.73	3.63	0.53	4.56	92.82	10.28	9.83	18.44	17.71	Moderate
5.94	0.55	6.4	110	21.52	214	0.71	7.44	0.76	4.15	74.16	10.68	10.75	2.71	13.71	Moderate
5.94	2.51	1.73	106	11.41	118	0.73	3.63	0.53	4.56	92.82	10.28	9.83	18.44	17.71	Moderate
5.94	2.51	1.73	106	11.41	118	0.73	3.63	0.53	4.56	92.82	10.28	9.83	18.44	17.71	Moderate
5.95	3.3	1.03	289	29.21	198	1.45	9.88	0.45	3.07	91.76	8.54	8.54	14.94	22.06	Very High
5.95	3.3	1.03	289	29.21	198	1.45	9.88	0.45	3.07	91.76	8.54	8.54	14.94	22.06	Very High
5.95	4.39	6.8	265	16.29	161	0.86	3.4	0.33	2.75	72.73	10.92	9.57	12.09	10.59	High
5.95	4.58	2.77	178	33.83	375	0.38	2.78	0.98	3.22	73.99	7.14	14.66	19.77	5.18	High
5.95	4.39	6.8	265	16.29	161	0.86	3.4	0.33	2.75	72.73	10.92	9.57	12.09	10.59	High
5.95	4.58	2.77	178	33.83	375	0.38	2.78	0.98	3.22	73.99	7.14	14.66	19.77	5.18	High
5.96	1.93	4.23	307	53.33	115	1.26	7.51	0.24	2.72	86.42	12.2	12.2	4.12	23.7	Very High
5.96	1.07	6.87	371	35.99	308	0.9	4.56	0.23	5.34	98.41	13.43	10.38	3.8	19.49	Very High
5.96	1.93	4.23	307	53.33	115	1.26	7.51	0.24	2.72	86.42	12.2	12.2	4.12	23.7	Very High
5.96	1.07	6.87	371	35.99	308	0.9	4.56	0.23	5.34	98.41	13.43	10.38	3.8	19.49	Very High
5.96	3.29	2.39	72	18.76	28	0.54	4.22	0.37	5.18	68.23	9.64	6.95	2.67	2.64	Low
5.96	3.29	2.39	72	18.76	28	0.54	4.22	0.37	5.18	68.23	9.64	6.95	2.67	2.64	Low
5.96	2.29	1.39	22	8.76	28	0.54	4.22	0.37	5.18	68.23	9.64	6.95	2.67	2.64	Very Low
5.96	2.29	1.39	22	8.76	28	0.54	4.22	0.37	5.18	68.23	9.64	6.95	2.67	2.64	Very Low
5.98	2.49	2.71	297	31.53	236	1.67	5.91	0.39	2.52	71.04	7.55	8.45	7.82	9.47	High
5.98	2.49	2.71	297	31.53	236	1.67	5.91	0.39	2.52	71.04	7.55	8.45	7.82	9.47	High
5.98	2.49	2.71	297	31.53	236	1.67	5.91	0.39	2.52	71.04	7.55	8.45	7.82	9.47	High
5.99	3.4	2.68	275	31.7	128	1.37	7.78	0.99	4.47	81.87	11.77	11.77	9.17	24.57	Very High
5.99	3.4	2.68	275	31.7	128	1.37	7.78	0.99	4.47	81.87	11.77	11.77	9.17	24.57	Very High
5.99	1.96	0.84	11	19.33	17	0.72	3.24	0.54	6.71	69.59	5.4	10.91	8.71	3.47	Low
5.99	1.28	2.89	85	8.69	43	0.39	8.46	0.64	2.75	88.58	7.55	5.29	11.84	8.73	Low
5.99	2.76	3.32	35	11.95	59	1.42	3.58	0.46	1.09	61.59	8.96	10.12	5.67	8.76	Low
5.99	1.96	0.84	11	19.33	17	0.72	3.24	0.54	6.71	69.59	5.4	10.91	8.71	3.47	Low
5.99	1.28	2.89	85	8.69	43	0.39	8.46	0.64	2.75	88.58	7.55	5.29	11.84	8.73	Low
5.99	2.76	3.32	35	11.95	59	1.42	3.58	0.46	1.09	61.59	8.96	10.12	5.67	8.76	Low
5.99	1.96	0.84	11	19.33	17	0.72	3.24	0.54	6.71	69.59	5.4	10.91	8.71	3.47	Low
5.99	1.28	2.89	85	8.69	43	0.39	8.46	0.64	2.75	88.58	7.55	5.29	11.84	8.73	Low
5.99	2.76	3.32	30	11.95	29	0.42	2.58	0.46	1.09	51.59	6.96	8.12	5.67	4.76	Very Low
5.99	1.96	0.84	11	9.33	17	0.72	3.24	0.54	6.71	59.59	5.4	8.01	5.51	3.47	Very Low
5.99	1.28	1.89	15	8.69	23	0.39	2.46	0.64	2.75	58.58	7.55	5.29	11.84	8.73	Very Low
5.99	2.76	3.32	30	11.95	29	0.42	2.58	0.46	1.09	51.59	6.96	8.12	5.67	4.76	Very Low
5.99	1.96	0.84	11	9.33	17	0.72	3.24	0.54	6.71	59.59	5.4	8.01	5.51	3.47	Very Low
5.99	2.81	3.77	218	37.02	204	0.49	2.49	0.67	6.22	78.03	5.75	10.99	6.73	23.64	High
5.99	2.54	1.59	337	32.98	237	1.25	4.95	0.38	3.41	72.77	6.91	11.56	3.83	19.6	High
5.99	2.81	3.77	218	37.02	204	0.49	2.49	0.67	6.22	78.03	5.75	10.99	6.73	23.64	High
5.99	2.54	1.59	337	32.98	237	1.25	4.95	0.38	3.41	72.77	6.91	11.56	3.83	19.6	High
5.99	1.44	2.15	213	28.63	231	0.94	3.69	0.86	6.56	95.38	3.27	12.74	15.68	7.91	High
5.99	2.81	3.77	218	37.02	204	0.49	2.49	0.67	6.22	78.03	5.75	10.99	6.73	23.64	High
5.99	2.54	1.59	337	32.98	237	1.25	4.95	0.38	3.41	72.77	6.91	11.56	3.83	19.6	High
6	2.21	1.36	498	37.9	340	0.92	8.7	0.98	9.6	96	17.4	7.6	3.12	4.75	Very High
6	2.21	1.36	498	37.9	340	0.92	8.7	0.98	9.6	96	17.4	7.6	3.12	4.75	Very High
6	2.21	1.36	498	37.9	340	0.92	8.7	0.98	9.6	96	17.4	7.6	3.12	4.75	Very High
6	1.78	2.84	13	11.45	48	0.31	5.43	0.56	5.5	72.81	6.01	6.97	9.92	5.68	Low
6	1.78	2.84	13	11.45	48	0.31	5.43	0.56	5.5	72.81	6.01	6.97	9.92	5.68	Low
6	1.78	1.84	13	8.45	18	0.31	5.43	0.56	5.5	52.81	6.01	6.97	4.92	5.68	Very Low
6.01	2.97	5.67	104	54.94	295	0.24	7.8	0.37	3.5	99.92	7.2	11.21	13.13	19.73	Very High
6.01	2.97	5.67	104	54.94	295	0.24	7.8	0.37	3.5	99.92	7.2	11.21	13.13	19.73	Very High
6.01	2.02	5.04	15	25.19	30	0.57	6.23	0.23	2.53	62.24	7.4	9.75	8.5	3.05	Low
6.01	2.02	5.04	15	25.19	30	0.57	6.23	0.23	2.53	62.24	7.4	9.75	8.5	3.05	Low
6.01	2.02	2.04	15	15.19	20	0.37	6.23	0.23	2.53	52.24	7.4	5.75	6.5	3.05	Very Low
6.01	2.02	2.04	15	15.19	20	0.37	6.23	0.23	2.53	52.24	7.4	5.75	6.5	3.05	Very Low
6.02	0.69	4.87	328	22.42	395	1.58	6.44	0.96	2.94	98.64	7.84	7.84	7.44	24.55	Very High
6.02	0.69	4.87	328	22.42	395	1.58	6.44	0.96	2.94	98.64	7.84	7.84	7.44	24.55	Very High
6.03	3.13	3.77	428	41.42	135	0.46	7.35	0.72	1.33	84.71	10.84	9.83	7.87	17.39	Very High
6.03	3.13	3.77	428	41.42	135	0.46	7.35	0.72	1.33	84.71	10.84	9.83	7.87	17.39	Very High
6.04	1.55	1.34	483	20.81	370	1.1	9.34	0.33	3.58	80.36	7.86	7.86	14.23	15.15	Very High
6.04	1.55	1.34	483	20.81	370	1.1	9.34	0.33	3.58	80.36	7.86	7.86	14.23	15.15	Very High
6.05	2.68	1.56	138	33.14	317	0.61	6.22	0.93	4.21	99.76	7.35	7.35	12.85	21.25	Very High
6.05	2.68	1.56	138	33.14	317	0.61	6.22	0.93	4.21	99.76	7.35	7.35	12.85	21.25	Very High
6.06	1.36	2.33	309	48.7	236	1.52	4.84	0.84	2.81	85.02	7.48	7.48	3.97	22.45	Very High
6.06	2.66	1.3	452	31.22	238	1.64	8.15	0.65	4.04	86.62	13.54	13.54	14.46	24.41	Very High
6.06	3.39	3.36	473	54.58	284	0.83	8.16	0.68	6.25	80.4	6.49	7.34	4.44	18.47	Very High
6.06	1.36	2.33	309	48.7	236	1.52	4.84	0.84	2.81	85.02	7.48	7.48	3.97	22.45	Very High
6.06	2.66	1.3	452	31.22	238	1.64	8.15	0.65	4.04	86.62	13.54	13.54	14.46	24.41	Very High
6.06	3.39	3.36	473	54.58	284	0.83	8.16	0.68	6.25	80.4	6.49	7.34	4.44	18.47	Very High
6.06	1.36	2.33	309	48.7	236	1.52	4.84	0.84	2.81	85.02	7.48	7.48	3.97	22.45	Very High
6.06	3.34	1.54	270	27.35	246	0.54	2.02	0.8	7.63	73.39	7.74	8.51	12.23	8.36	High
6.06	3.34	1.54	270	27.35	246	0.54	2.02	0.8	7.63	73.39	7.74	8.51	12.23	8.36	High
6.08	2.48	3.88	85	16.53	14	0.3	6.8	0.32	5.4	64.74	6.62	7.71	12.3	4.27	Low
6.08	2.48	3.88	85	16.53	14	0.3	6.8	0.32	5.4	64.74	6.62	7.71	12.3	4.27	Low
6.08	2.48	1.08	25	9.23	14	0.3	4.8	0.32	5.4	54.74	6.62	7.71	7.03	4.27	Very Low
6.08	2.48	6.88	185	16.53	114	0.3	6.8	0.32	5.4	74.74	6.62	7.71	12.3	4.27	Moderate
6.08	2.48	6.88	185	16.53	114	0.3	6.8	0.32	5.4	74.74	6.62	7.71	12.3	4.27	Moderate
6.08	2.48	6.88	185	16.53	114	0.3	6.8	0.32	5.4	74.74	6.62	7.71	12.3	4.27	Moderate
6.08	2.48	6.88	185	16.53	114	0.3	6.8	0.32	5.4	74.74	6.62	7.71	12.3	4.27	Moderate
6.09	1.08	3.36	306	45	219	1.68	4.21	0.28	3.96	94.21	13.65	13.65	8.03	14.22	Very High
6.09	1.08	3.36	306	45	219	1.68	4.21	0.28	3.96	94.21	13.65	13.65	8.03	14.22	Very High
6.1	3.35	2.82	135	41.18	112	1.47	6.15	0.69	4.65	89.53	12.79	6.1	15.19	19.52	Very High
6.1	3.35	2.82	135	41.18	112	1.47	6.15	0.69	4.65	89.53	12.79	6.1	15.19	19.52	Very High
6.1	1.45	3.46	45	10.21	38	1.56	7.9	0.45	2.78	64.35	5.68	6.34	5.01	5.2	Low
6.1	1.7	2.52	11	12.76	19	0.79	4.8	0.96	2.2	65.42	6.23	13.12	7.19	8.39	Low
6.1	1.45	3.46	45	10.21	38	1.56	7.9	0.45	2.78	64.35	5.68	6.34	5.01	5.2	Low
6.1	1.7	2.52	11	12.76	19	0.79	4.8	0.96	2.2	65.42	6.23	13.12	7.19	8.39	Low
6.1	1.7	2.52	11	10.06	12	0.49	2.08	0.56	2.2	45.42	6.23	13.12	7.19	8.39	Very Low
6.1	1.45	1.46	25	9.21	28	0.56	4.9	0.45	2.78	54.35	5.68	6.34	5.01	5.2	Very Low
6.1	1.7	2.52	11	10.06	12	0.49	2.08	0.56	2.2	45.42	6.23	13.12	7.19	8.39	Very Low
6.1	1.7	2.52	171	22.76	199	0.79	4.8	0.96	2.2	75.42	6.23	13.12	7.19	8.39	Moderate
6.1	1.7	2.52	171	22.76	199	0.79	4.8	0.96	2.2	75.42	6.23	13.12	7.19	8.39	Moderate
6.1	1.7	2.52	171	22.76	199	0.79	4.8	0.96	2.2	75.42	6.23	13.12	7.19	8.39	Moderate
6.1	1.7	2.52	171	22.76	199	0.79	4.8	0.96	2.2	75.42	6.23	13.12	7.19	8.39	Moderate
6.11	3.07	6.99	493	37.33	144	1.56	5.23	0.63	6.36	84.5	17.43	13.53	11.65	13.83	Very High
6.11	1.52	0.75	352	57.27	361	1.5	8.51	0.82	7.8	89.56	3.62	14.77	9.71	17.25	Very High
6.11	3.07	6.99	493	37.33	144	1.56	5.23	0.63	6.36	84.5	17.43	13.53	11.65	13.83	Very High
6.11	1.52	0.75	352	57.27	361	1.5	8.51	0.82	7.8	89.56	3.62	14.77	9.71	17.25	Very High
6.12	2.28	2.84	12	20.02	18	0.76	2.79	0.65	3.92	65.67	8.7	8.51	5.23	7.44	Low
6.12	2.28	2.84	12	20.02	18	0.76	2.79	0.65	3.92	65.67	8.7	8.51	5.23	7.44	Low
6.12	2.28	2.84	12	20.02	18	0.76	2.79	0.65	3.92	65.67	8.7	8.51	5.23	7.44	Low
6.12	2.28	1.44	12	20.02	18	0.56	2.79	0.65	3.92	45.67	8.7	5.51	5.23	4.44	Very Low
6.12	2.28	1.44	12	20.02	18	0.56	2.79	0.65	3.92	45.67	8.7	5.51	5.23	4.44	Very Low
6.12	0.7	3.61	335	13.81	201	1.2	8.27	0.54	7.25	94.64	3.98	6.47	13.57	18.76	High
6.12	3.46	4.85	183	31.03	193	0.98	7.24	0.85	3.49	84.37	5.04	8.45	4.6	5.22	High
6.12	3.46	4.85	183	31.03	193	0.98	7.24	0.85	3.49	84.37	5.04	8.45	4.6	5.22	High
6.12	0.7	3.61	335	13.81	201	1.2	8.27	0.54	7.25	94.64	3.98	6.47	13.57	18.76	High
6.12	3.46	4.85	183	31.03	193	0.98	7.24	0.85	3.49	84.37	5.04	8.45	4.6	5.22	High
6.13	2.87	2.34	55	18.12	76	0.28	2.18	0.9	7.3	62.54	6.82	7.1	8.24	9.53	Low
6.13	3.21	2.83	11	17.77	24	1.92	4.62	0.48	2.52	74.69	5.67	7.83	5.04	8.62	Low
6.13	2.87	2.34	55	18.12	76	0.28	2.18	0.9	7.3	62.54	6.82	7.1	8.24	9.53	Low
6.13	3.21	2.83	11	17.77	24	1.92	4.62	0.48	2.52	74.69	5.67	7.83	5.04	8.62	Low
6.13	2.21	2.83	11	7.77	14	0.82	4.62	0.48	2.52	44.69	5.67	7.83	5.04	8.62	Very Low
6.13	0.87	2.34	25	8.12	46	0.28	2.18	0.9	7.3	62.54	6.82	7.1	5.24	2.53	Very Low
6.13	0.87	2.34	25	8.12	46	0.28	2.18	0.9	7.3	62.54	6.82	7.1	5.24	2.53	Very Low
6.13	2.21	2.83	11	7.77	14	0.82	4.62	0.48	2.52	44.69	5.67	7.83	5.04	8.62	Very Low
6.13	2.87	2.34	155	18.12	176	0.28	2.18	0.9	7.3	62.54	6.82	7.1	18.24	21.53	Moderate
6.13	3.21	2.83	151	17.77	124	1.92	4.62	0.48	2.52	74.69	5.67	11.83	5.04	11.62	Moderate
6.13	3.21	2.83	151	17.77	124	1.92	4.62	0.48	2.52	74.69	5.67	11.83	5.04	11.62	Moderate
6.13	2.87	2.34	155	18.12	176	0.28	2.18	0.9	7.3	62.54	6.82	7.1	18.24	21.53	Moderate
6.13	3.21	2.83	151	17.77	124	1.92	4.62	0.48	2.52	74.69	5.67	11.83	5.04	11.62	Moderate
6.13	3.21	2.83	151	17.77	124	1.92	4.62	0.48	2.52	74.69	5.67	11.83	5.04	11.62	Moderate
6.13	2.87	2.34	155	18.12	176	0.28	2.18	0.9	7.3	62.54	6.82	7.1	18.24	21.53	Moderate
6.14	3.69	4.44	393	20.05	325	1.25	4.52	0.22	4.55	93.14	16.45	11.64	5.49	16.51	Very High
6.14	3.69	4.44	393	20.05	325	1.25	4.52	0.22	4.55	93.14	16.45	11.64	5.49	16.51	Very High
6.15	4.55	2.65	103	18.7	300	1.66	8.8	0.99	6.17	97.73	4.28	9.38	18	22.57	Very High
6.15	4.55	2.65	103	18.7	300	1.66	8.8	0.99	6.17	97.73	4.28	9.38	18	22.57	Very High
6.15	4.55	2.65	103	18.7	300	1.66	8.8	0.99	6.17	97.73	4.28	9.38	18	22.57	Very High
6.16	10.62	7.06	378	22.8	365	2.18	15.6	0.57	5.8	97.2	5.4	18.4	8.23	16.81	Very High
6.16	0.71	4.52	239	29.82	394	1.58	5.47	0.99	3.38	97.31	11.65	11.65	13.85	9.3	Very High
6.16	10.62	7.06	378	22.8	365	2.18	15.6	0.57	5.8	97.2	5.4	18.4	8.23	16.81	Very High
6.16	0.71	4.52	239	29.82	394	1.58	5.47	0.99	3.38	97.31	11.65	11.65	13.85	9.3	Very High
6.16	10.62	7.06	378	22.8	365	2.18	15.6	0.57	5.8	97.2	5.4	18.4	8.23	16.81	Very High
6.16	0.71	4.52	239	29.82	394	1.58	5.47	0.99	3.38	97.31	11.65	11.65	13.85	9.3	Very High
6.17	0.77	2.41	18	16.7	13	0.88	4.9	0.77	4.35	66.78	8.22	9.78	6.68	9.5	Low
6.17	3.3	1.98	75	10.53	61	0.65	3.18	0.76	4.13	66.83	3.25	6.15	9.62	8.35	Low
6.17	0.77	2.41	18	16.7	13	0.88	4.9	0.77	4.35	66.78	8.22	9.78	6.68	9.5	Low
6.17	3.3	1.98	75	10.53	61	0.65	3.18	0.76	4.13	66.83	3.25	6.15	9.62	8.35	Low
6.17	0.77	2.41	18	16.7	13	0.88	4.9	0.77	4.35	66.78	8.22	9.78	6.68	9.5	Low
6.17	3.3	1.98	75	10.53	61	0.65	3.18	0.76	4.13	66.83	3.25	6.15	9.62	8.35	Low
6.17	0.47	1.41	15	6.7	13	0.58	4.9	0.77	4.35	56.08	8.22	9.78	6.68	9.5	Very Low
6.17	1.3	1.98	15	10.53	21	0.65	3.18	0.76	2.13	56.03	3.25	6.15	5.62	8.35	Very Low
6.17	0.47	1.41	15	6.7	13	0.58	4.9	0.77	4.35	56.08	8.22	9.78	6.68	9.5	Very Low
6.17	1.3	1.98	15	10.53	21	0.65	3.18	0.76	2.13	56.03	3.25	6.15	5.62	8.35	Very Low
6.18	2.15	3.34	66	20.4	93	0.65	4.52	0.22	1.42	63.14	6.02	6.96	8.08	6.57	Low
6.18	2.15	3.34	66	20.4	93	0.65	4.52	0.22	1.42	63.14	6.02	6.96	8.08	6.57	Low
6.18	2.15	3.34	26	20.4	23	0.35	4.52	0.22	1.42	43.14	6.02	4.96	5.08	3.57	Very Low
6.19	3.05	0.64	51	28.45	42	1.38	3.81	0.54	5.19	64.18	5.55	4.55	2.58	8.61	Low
6.19	3.05	0.64	51	28.45	42	1.38	3.81	0.54	5.19	64.18	5.55	4.55	2.58	8.61	Low
6.19	3.05	0.64	21	18.45	22	0.38	3.81	0.54	5.19	54.18	5.55	2.55	2.58	5.61	Very Low
6.2	4.23	4.18	240	20.63	331	0.52	6.49	0.25	7.49	84.75	7	7.94	3.64	22.6	Very High
6.2	4.23	4.18	240	20.63	331	0.52	6.49	0.25	7.49	84.75	7	7.94	3.64	22.6	Very High
6.21	0.57	3.91	270	23.41	296	0.87	5.3	0.99	3.45	94.23	16.72	9.58	5.61	12	High
6.21	0.57	3.91	270	23.41	296	0.87	5.3	0.99	3.45	94.23	16.72	9.58	5.61	12	High
6.21	0.57	3.91	270	23.41	296	0.87	5.3	0.99	3.45	94.23	16.72	9.58	5.61	12	High
6.22	2.45	2.47	20	14.93	94	0.95	5.52	0.9	2.23	64.74	6.66	8.23	5.32	8.72	Low
6.22	2.07	2.39	11	15.15	15	0.41	5.48	0.63	2.16	77.83	17.73	11.24	5.21	14.37	Low
6.22	2.45	2.47	20	14.93	94	0.95	5.52	0.9	2.23	64.74	6.66	8.23	5.32	8.72	Low
6.22	2.07	2.39	11	15.15	15	0.41	5.48	0.63	2.16	77.83	17.73	11.24	5.21	14.37	Low
6.22	2.07	2.39	11	12.22	15	0.41	5.48	0.63	2.16	57.63	7.45	8.55	5.21	4.47	Very Low
6.22	2.45	2.47	20	9.23	14	0.05	5.52	0.9	2.23	44.74	6.66	8.23	5.32	8.72	Very Low
6.22	2.07	2.39	11	12.22	15	0.41	5.48	0.63	2.16	57.63	7.45	8.55	5.21	4.47	Very Low
6.22	2.97	2.19	187	21.45	216	1.23	5.37	0.43	5.32	91.1	17.98	10.12	9.34	4.18	High
6.22	2.07	2.39	111	15.15	105	0.41	5.48	0.63	2.16	77.83	17.73	11.24	5.21	14.37	Moderate
6.22	2.07	2.39	111	15.15	105	0.41	5.48	0.63	2.16	77.83	17.73	11.24	5.21	14.37	Moderate
6.22	2.07	2.39	111	15.15	105	0.41	5.48	0.63	2.16	77.83	17.73	11.24	5.21	14.37	Moderate
6.22	2.07	2.39	111	15.15	105	0.41	5.48	0.63	2.16	77.83	17.73	11.24	5.21	14.37	Moderate
6.23	6.02	1.23	346	55.38	330	0.27	6.4	0.46	5.6	94.4	9.9	13.7	4.61	10.19	Very High
6.23	6.02	1.23	346	55.38	330	0.27	6.4	0.46	5.6	94.4	9.9	13.7	4.61	10.19	Very High
6.23	6.02	1.23	346	55.38	330	0.27	6.4	0.46	5.6	94.4	9.9	13.7	4.61	10.19	Very High
6.23	1.72	4.23	228	49.21	242	0.29	7.69	0.33	1.57	77.19	9.34	10.21	19.89	19.4	High
6.24	3.57	4.14	387	35.01	347	0.57	4.98	0.98	3.67	95.83	7.64	9.98	14.14	19.64	Very High
6.24	3.57	4.14	387	35.01	347	0.57	4.98	0.98	3.67	95.83	7.64	9.98	14.14	19.64	Very High
6.25	5	3.71	90	12.09	61	0.62	3.83	0.43	6.12	68.97	5.07	6.19	3.77	8.85	Low
6.25	5	3.71	90	12.09	61	0.62	3.83	0.43	6.12	68.97	5.07	6.19	3.77	8.85	Low
6.25	1.23	2.71	20	8.09	21	0.62	3.83	0.43	6.12	48.97	5.07	6.19	2.77	6.85	Very Low
6.25	1.23	2.71	20	8.09	21	0.62	3.83	0.43	6.12	48.97	5.07	6.19	2.77	6.85	Very Low
6.26	2.3	1.95	127	51.28	383	1.95	6.92	0.23	1.59	90.29	7.26	12.08	11.4	13.95	High
6.28	2.5	4.8	50	12.14	31	0.57	3.01	0.83	3.44	69.68	7.41	12.75	6.99	6.47	Low
6.28	2.5	4.8	50	12.14	31	0.57	3.01	0.83	3.44	69.68	7.41	12.75	6.99	6.47	Low
6.28	2.5	2.8	20	10.14	21	0.57	2.01	0.53	3.44	59.68	7.41	7.75	2.69	5.47	Very Low
6.28	2.5	2.8	20	10.14	21	0.57	2.01	0.53	3.44	59.68	7.41	7.75	2.69	5.47	Very Low
6.31	1.87	1.82	423	58.46	198	1.4	5.18	0.96	4.17	91.33	11.06	11.06	5.93	16.11	Very High
6.31	1.87	1.82	423	58.46	198	1.4	5.18	0.96	4.17	91.33	11.06	11.06	5.93	16.11	Very High
6.31	2.52	0.82	489	30.2	373	0.11	5.12	0.87	6.43	92	16.5	10.6	11.8	20.4	Very High
6.31	1.87	1.82	423	58.46	198	1.4	5.18	0.96	4.17	91.33	11.06	11.06	5.93	16.11	Very High
6.32	6.04	1.06	312	48	233	2.75	5.9	0.94	1.8	70.5	5.7	13.8	5.21	7.02	Very High
6.32	4.08	1.13	440	36	342	0.56	8.2	0.24	8.2	89.9	4.7	5.4	16.86	15.42	Very High
6.32	9.2	2.18	337	38.4	285	0.86	5.93	0.23	6.51	84.8	18.7	6.7	11.4	21.7	Very High
6.32	6.04	1.06	312	48	233	2.75	5.9	0.94	1.8	70.5	5.7	13.8	5.21	7.02	Very High
6.32	4.08	1.13	440	36	342	0.56	8.2	0.24	8.2	89.9	4.7	5.4	16.86	15.42	Very High
6.32	6.04	1.06	312	48	233	2.75	5.9	0.94	1.8	70.5	5.7	13.8	5.21	7.02	Very High
6.32	4.08	1.13	440	36	342	0.56	8.2	0.24	8.2	89.9	4.7	5.4	16.86	15.42	Very High
6.33	1.87	4.19	444	44.43	256	1.26	3.39	0.82	2.54	79.53	11.67	11.67	6.08	17.4	Very High
6.33	1.87	4.19	444	44.43	256	1.26	3.39	0.82	2.54	79.53	11.67	11.67	6.08	17.4	Very High
6.33	0.26	2.08	49	17.24	55	0.37	3.69	0.55	4.24	67.95	5.74	8.39	8.79	6.67	Low
6.33	0.26	2.08	49	17.24	55	0.37	3.69	0.55	4.24	67.95	5.74	8.39	8.79	6.67	Low
6.33	0.26	2.08	29	14.24	25	0.37	2.69	0.45	4.24	67.95	5.74	8.39	8.79	6.67	Very Low
6.34	3.91	2.81	252	27.61	180	0.37	8.02	0.52	2.95	87.35	17.28	13.2	14.95	9.5	Very High
6.34	2.03	7.29	308	18.1	327	1.83	6.23	0.89	2.61	86.05	9.73	9.73	7.19	11.85	Very High
6.34	3.91	2.81	252	27.61	180	0.37	8.02	0.52	2.95	87.35	17.28	13.2	14.95	9.5	Very High
6.34	2.03	7.29	308	18.1	327	1.83	6.23	0.89	2.61	86.05	9.73	9.73	7.19	11.85	Very High
6.34	3.91	2.81	252	27.61	180	0.37	8.02	0.52	2.95	87.35	17.28	13.2	14.95	9.5	Very High
6.34	1.99	2.48	89	15.13	69	0.81	3.93	0.95	3.32	61.59	8.64	9.64	7.22	4.15	Low
6.34	1.39	2.74	70	10.21	55	0.49	3.61	0.8	5.12	61.91	3.94	6.55	8.14	8.27	Low
6.34	2.69	1.24	13	17.8	16	1.03	3.68	0.47	2.9	78.85	3.51	8.39	11.43	17.03	Low
6.34	1.99	2.48	89	15.13	69	0.81	3.93	0.95	3.32	61.59	8.64	9.64	7.22	4.15	Low
6.34	1.39	2.74	70	10.21	55	0.49	3.61	0.8	5.12	61.91	3.94	6.55	8.14	8.27	Low
6.34	2.69	1.24	13	17.8	16	1.03	3.68	0.47	2.9	78.85	3.51	8.39	11.43	17.03	Low
6.34	1.99	2.48	89	15.13	69	0.81	3.93	0.95	3.32	61.59	8.64	9.64	7.22	4.15	Low
6.34	1.09	1.24	13	7.8	16	1.03	3.68	0.47	2.9	58.85	3.51	4.39	3.43	17.03	Very Low
6.34	1.99	2.48	19	5.13	29	0.61	2.93	0.55	3.32	51.59	5.64	9.64	7.22	4.15	Very Low
6.34	0.39	1.04	20	10.21	25	0.49	3.61	0.8	5.12	561.41	3.94	6.55	5.14	3.27	Very Low
6.34	1.09	1.24	13	7.8	16	1.03	3.68	0.47	2.9	58.85	3.51	4.39	3.43	17.03	Very Low
6.34	1.99	2.48	19	5.13	29	0.61	2.93	0.55	3.32	51.59	5.64	9.64	7.22	4.15	Very Low
6.34	2.69	1.24	103	27.8	106	1.03	3.68	0.47	2.9	78.85	3.51	8.39	11.43	17.03	Moderate
6.34	2.69	1.24	103	27.8	106	1.03	3.68	0.47	2.9	78.85	3.51	8.39	11.43	17.03	Moderate
6.34	2.69	1.24	103	27.8	106	1.03	3.68	0.47	2.9	78.85	3.51	8.39	11.43	17.03	Moderate
6.34	2.69	1.24	103	27.8	106	1.03	3.68	0.47	2.9	78.85	3.51	8.39	11.43	17.03	Moderate
6.34	2.69	1.24	103	27.8	106	1.03	3.68	0.47	2.9	78.85	3.51	8.39	11.43	17.03	Moderate
6.35	3.99	3.76	331	49.72	104	1.64	7.23	0.26	1.63	77.55	14.55	14.55	6.63	9.18	Very High
6.35	3.99	3.76	331	49.72	104	1.64	7.23	0.26	1.63	77.55	14.55	14.55	6.63	9.18	Very High
6.37	0.63	0.77	110	14.5	316	1.57	7.8	0.67	7.2	91.62	10.19	12.9	4.48	8.2	Moderate
6.37	0.63	0.77	110	14.5	316	1.57	7.8	0.67	7.2	91.62	10.19	12.9	4.48	8.2	Moderate
6.38	0.7	7.4	398	12.64	342	2	5.5	0.53	3.6	98.41	14.83	14.83	4.98	13.22	Very High
